NCM;DESCRICAO
7011102;Para l mpadas de incandesc ncia
70111021;Bulbos de di metro inferior ou igual a 90 mm
70111029;Outros
70111090;Outros
70112000;- Para tubos cat dicos
70119000;- Outros
7013;Objetos de vidro para servi o de mesa, cozinha, toucador, escrit rio, ornamenta  o de interiores ou usos semelhantes (exceto os das posi  es 70.10 ou 70.18).
70131000;- Objetos de vitrocer mica
70132;- Copos com p , exceto de vitrocer mica:
70132200;-- De cristal de chumbo
70132800;-- Outros
70133;- Outros copos, exceto de vitrocer mica:
70133300;-- De cristal de chumbo
70133700;-- Outros
70134;- Objetos para servi o de mesa (exceto copos) ou de cozinha, exceto de vitrocer mica:
70134100;-- De cristal de chumbo
701342;-- De vidro com um coeficiente de dilata  o linear n o superior a 5 x 10-6 por Kelvin, entre 0  C e 300  C
70134210;Cafeteiras e chaleiras
70134290;Outros
70134900;-- Outros
70139;- Outros objetos:
701391;-- De cristal de chumbo
70139110;Para ornamenta  o de interiores
70139190;Outros
70139900;-- Outros
70140000;Artigos de vidro para sinaliza  o e elementos de  ptica de vidro (exceto os da posi  o 70.15), n o trabalhados opticamente.
7015;"Vidros de relojoaria e vidros semelhantes, vidros para lentes, mesmo corretivas, curvos ou arqueados, ocos ou semelhantes, n o trabalhados opticamente; esferas ocas e segmentos de esferas, de vidro, para fabrica  o desses vidros."
701510;- Vidros para lentes corretivas
70151010;Fotocrom ticos
7015109;Outros
70151091;Brancos
70151092;Coloridos
701590;- Outros
70159010;Vidros de relojoaria
70159020;Vidros para m scaras,  culos ou anteparos, protetores
70159030;Vidros para os demais  culos
70159090;Outros
7016;"Blocos, placas, tijolos, ladrilhos, telhas e outros artigos, de vidro prensado ou moldado, mesmo armado, para constru  o; cubos, pastilhas e outros artigos semelhantes, de vidro, mesmo com suporte, para mosaicos ou decora  es semelhantes; vitrais de vidro; vidro denominado ""multicelular"" ou ""espuma"" de vidro, em blocos, pain is, chapas e conchas ou formas semelhantes."
70161000;- Cubos, pastilhas e outros artigos semelhantes, de vidro, mesmo com suporte, para mosaicos ou decora  es semelhantes
70169000;- Outros
7017;Artigos de vidro para laborat rio, higiene ou farm cia, mesmo graduados ou calibrados.
70171000;- De quartzo ou de outras s licas, fundidos
70172000;- De outro vidro com um coeficiente de dilata  o linear n o superior a 5 x 10-6 por Kelvin, entre 0  C e 300  C
70179000;- Outros
7018;"Contas, imita  es de p rolas naturais ou cultivadas, imita  es de pedras preciosas ou semipreciosas e artigos semelhantes, de vidro e suas obras, exceto bijuterias; olhos de vidro, exceto de pr tese; estatuetas e outros objetos de ornamenta  o, de vidro trabalhado a ma arico, exceto bijuterias; microsferas de vidro, de di metro n o superior a 1 mm."
701810;- Contas, imita  es de p rolas naturais ou cultivadas, imita  es de pedras preciosas ou semipreciosas e artigos semelhantes, de vidro
70181010;Contas de vidro
70181020;Imita  es de p rolas naturais ou cultivadas, pedras preciosas ou semipreciosas
70181090;Outros
70182000;- Microsferas de vidro, de di metro n o superior a 1 mm
70189000;- Outros
7019;Fibras de vidro (incluindo a l  de vidro) e suas obras (por exemplo, fios, mechas ligeiramente torcidas (rovings), tecidos).
70191;- Mechas, mesmo ligeiramente torcidas (rovings), fios cortados ou n o e mantas (mats) dessas mat rias:
70191100;-- Fios cortados (chopped strands), de comprimento n o superior a 50 mm
701912;-- Mechas ligeiramente torcidas (rovings)
70191210;Impregnadas ou recobertas com resina de poliuretano ou borracha de estireno-butadieno
70191290;Outras
70191300;-- Outros fios, mechas
70191400;-- Mantas (mats) consolidadas mecanicamente
70191500;-- Mantas (mats) consolidadas quimicamente
70191900;-- Outros
70196;- Tecidos consolidados mecanicamente:
70196100;-- Tecidos de mechas ligeiramente torcidas (rovings) de malha fechada (closed woven fabrics)
70196200;-- Outros, obtidos de mechas ligeiramente torcidas (rovings) de malha fechada (other closed fabrics)
70196300;-- Tecidos de fios de malha fechada, em ponto de tafet , n o revestidos nem estratificados
70196400;-- Tecidos de fios de malha fechada, em ponto de tafet , revestidos ou estratificados
70196500;-- Tecidos de malha aberta de largura n o superior a 30 cm
70196600;-- Tecidos de malha aberta de largura superior a 30 cm
70196900;-- Outros
70197;- Tecidos consolidados quimicamente:
70197100;-- V us (camadas finas)
70197200;-- Outros tecidos de malha fechada
701973;-- Outros tecidos de malha aberta
70197310;Constitu dos por fios paralelizados e superpostos entre si em  ngulo de 90 , impregnados e soldados nos pontos de interse  o com resina termopl stica, com densidade igual ou superior a 3 e inferior ou igual a 7 fios por cent metro
70197390;Outros
70198000;- L  de vidro e suas obras
70199000;- Outras
702000;Outras obras de vidro.
70200010;Ampolas de vidro para garrafas t rmicas ou para outros recipientes isot rmicos, cujo isolamento seja assegurado pelo v cuo
70200090;Outras
71;"P rolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaqu ), e suas obras; bijuterias; moedas."
7101;"P rolas naturais ou cultivadas, mesmo trabalhadas ou combinadas, mas n o enfiadas, nem montadas, nem engastadas; p rolas naturais ou cultivadas, enfiadas temporariamente para facilidade de transporte."
71011000;- P rolas naturais
71012;- P rolas cultivadas:
71012100;-- Em bruto
71012200;-- Trabalhadas
7102;Diamantes, mesmo trabalhados, mas n o montados nem engastados.
71021000;- N o selecionados
71022;- Industriais:
71022100;-- Em bruto ou simplesmente serrados, clivados ou desbastados
71022900;-- Outros
71023;- N o industriais:
71023100;-- Em bruto ou simplesmente serrados, clivados ou desbastados
71023900;-- Outros
7103;"Pedras preciosas (exceto diamantes) ou semipreciosas, mesmo trabalhadas ou combinadas, mas n o enfiadas, nem montadas, nem engastadas; pedras preciosas (exceto diamantes) ou semipreciosas, n o combinadas, enfiadas temporariamente para facilidade de transporte."
71031000;- Em bruto ou simplesmente serradas ou desbastadas
71039;- Trabalhadas de outro modo:
71039100;-- Rubis, safiras e esmeraldas
71039900;-- Outras
7104;"Pedras sint ticas ou reconstitu das, mesmo trabalhadas ou combinadas, mas n o enfiadas, nem montadas, nem engastadas; pedras sint ticas ou reconstitu das, n o combinadas, enfiadas temporariamente para facilidade de transporte."
71041000;- Quartzo piezel trico
71042;- Outras, em bruto ou simplesmente serradas ou desbastadas:
71042100;-- Diamantes
71042900;-- Outras
71049;- Outras:
71049100;-- Diamantes
71049900;-- Outras
7105;P  de diamantes, de pedras preciosas ou semipreciosas ou de pedras sint ticas.
71051000;- De diamantes
71059000;- Outros
7106;Prata (incluindo a prata dourada ou platinada), em formas brutas ou semimanufaturadas, ou em p .
71061000;- P s
71069;- Outras:
71069100;-- Em formas brutas
710692;-- Em formas semimanufaturadas
71069210;Barras, fios e perfis de se  o maci a
71069220;Chapas, l minas, folhas e tiras
71069290;Outras
71070000;Metais comuns folheados ou chapeados (plaqu ) de prata, em formas brutas ou semimanufaturadas.
7108;Ouro (incluindo o ouro platinado), em formas brutas ou semimanufaturadas, ou em p .
71081;- Para usos n o monet rios:
71081100;-- P s
710812;-- Noutras formas brutas
71081210;Bulh o dourado (bullion dor )
71081290;Outras
710813;-- Noutras formas semimanufaturadas
71081310;Barras, fios e perfis de se  o maci a
71081390;Outros
71082000;- Para uso monet rio
71090000;Metais comuns ou prata, folheados ou chapeados (plaqu ) de ouro, em formas brutas ou semimanufaturadas.
7110;Platina, em formas brutas ou semimanufaturadas, ou em p .
71101;- Platina:
71101100;-- Em formas brutas ou em p
711019;-- Outras
71101910;Barras, fios e perfis de se  o maci a
71101990;Outras
71102;- Pal dio:
71102100;-- Em formas brutas ou em p
71102900;-- Outras
71103;- R dio:
71103100;-- Em formas brutas ou em p
71103900;-- Outras
71104;- Ir dio,  smio e rut nio:
71104100;-- Em formas brutas ou em p
71104900;-- Outras
71110000;Metais comuns, prata ou ouro, folheados ou chapeados (plaqu ) de platina, em formas brutas ou semimanufaturadas.
7112;"Desperd cios e res duos de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaqu ); outros desperd cios e res duos que contenham metais preciosos ou compostos de metais preciosos, do tipo utilizado principalmente para a recupera  o de metais preciosos, exceto os produtos da posi  o 85.49."
711230;- Cinzas que contenham metais preciosos ou compostos de metais preciosos
71123010;Que contenham ouro, mas que n o contenham outros metais preciosos
71123020;Que contenham platina, mas que n o contenham outros metais preciosos
71123090;Outros
71129;- Outros:
71129100;-- De ouro, de metais folheados ou chapeados (plaqu ) de ouro, exceto varreduras de ourivesaria que contenham outros metais preciosos
71129200;-- De platina, de metais folheados ou chapeados (plaqu ) de platina, exceto varreduras de ourivesaria que contenham outros metais preciosos
71129900;-- Outros
7113;Artigos de joalheria e suas partes, de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaqu ).
71131;- De metais preciosos, mesmo revestidos, folheados ou chapeados de metais preciosos (plaqu ):
71131100;-- De prata, mesmo revestida, folheada ou chapeada de outros metais preciosos (plaqu )
71131900;-- De outros metais preciosos, mesmo revestidos, folheados ou chapeados de metais preciosos (plaqu )
71132000;- De metais comuns folheados ou chapeados de metais preciosos (plaqu )
7114;Artigos de ourivesaria e suas partes, de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaqu ).
71141;- De metais preciosos, mesmo revestidos, folheados ou chapeados de metais preciosos (plaqu ):
71141100;-- De prata, mesmo revestida, folheada ou chapeada de outros metais preciosos (plaqu )
71141900;-- De outros metais preciosos, mesmo revestidos, folheados ou chapeados de metais preciosos (plaqu )
71142000;- De metais comuns folheados ou chapeados de metais preciosos (plaqu )
7115;Outras obras de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaqu ).
71151000;- Telas ou grades catalisadoras, de platina
71159000;- Outras
7116;Obras de p rolas naturais ou cultivadas, de pedras preciosas ou semipreciosas ou de pedras sint ticas ou reconstitu das.
71161000;- De p rolas naturais ou cultivadas
711620;- De pedras preciosas ou semipreciosas ou de pedras sint ticas ou reconstitu das
71162010;De diamantes sint ticos
71162020;Guias de agulhas, de rubi, para cabe as de impress o
71162090;Outras
7117;Bijuterias.
71171;- De metais comuns, mesmo prateados, dourados ou platinados:
71171100;-- Abotoaduras (bot es de punho) e artigos semelhantes
71171900;-- Outras
71179000;- Outras
7118;Moedas.
711810;- Moedas sem curso legal, exceto de ouro
71181010;Destinadas a ter curso legal no pa s importador
71181090;Outras
71189000;- Outras
72;Ferro fundido, ferro e a o.
7201;Ferro fundido bruto e ferro spiegel (especular), em lingotes, linguados ou outras formas prim rias.
72011000;- Ferro fundido bruto n o ligado, que contenha, em peso, 0,5 % ou menos de f sforo
72012000;- Ferro fundido bruto n o ligado, que contenha, em peso, mais de 0,5 % de f sforo
72015000;"- Ligas de ferro fundido bruto; ferro spiegel (especular)"
7202;Ferroligas.
72021;- Ferromangan s:
72021100;-- Que contenha, em peso, mais de 2 % de carbono
72021900;-- Outra
72022;- Ferrossil cio:
72022100;-- Que contenha, em peso, mais de 55 % de sil cio
72022900;-- Outra
72023000;- Ferrossiliciomangan s
72024;- Ferrocromo:
72024100;-- Que contenha, em peso, mais de 4 % de carbono
72024900;-- Outra
72025000;- Ferrossiliciocromo
72026000;- Ferron quel
72027000;- Ferromolibd nio
72028000;- Ferrotungst nio (ferrovolfr mio) e ferrossiliciotungst nio (ferrossiliciovolfr mio)
72029;- Outras:
72029100;-- Ferrotit nio e ferrossiliciotit nio
72029200;-- Ferrovan dio
72029300;-- Ferroni bio (ferrocol mbio)
720299;-- Outras
72029910;Ferrof sforo
72029990;Outras
7203;"Produtos ferrosos obtidos por redu  o direta dos min rios de ferro e outros produtos ferrosos esponjosos, em peda os, esferas ou formas semelhantes; ferro de pureza m nima, em peso, de 99,94 %, em peda os, esferas ou formas semelhantes."
72031000;- Produtos ferrosos obtidos por redu  o direta dos min rios de ferro
72039000;- Outros
7204;"Desperd cios e res duos, e sucata, de ferro fundido, ferro ou a o; desperd cios e res duos, em lingotes, de ferro ou a o."
72041000;- Desperd cios e res duos, e sucata, de ferro fundido
72042;- Desperd cios e res duos, e sucata, de ligas de a o:
72042100;-- De a o inoxid vel
72042900;-- Outros
72043000;- Desperd cios e res duos, e sucata, de ferro ou a o, estanhados
72044;- Outros desperd cios e res duos, e sucata:
72044100;-- Res duos do torno e da fresa, aparas, lascas (meulures), p  de serra, limalhas e desperd cios da estampagem ou do corte, mesmo em fardos
72044900;-- Outros
72045000;- Desperd cios e res duos, em lingotes
7205;Granalhas e p s de ferro fundido bruto, de ferro spiegel (especular), de ferro ou a o.
72051000;- Granalhas
72052;- P s:
72052100;-- De ligas de a o
720529;-- Outros
72052910;De ferro esponjoso, com um teor de ferro igual ou superior a 98 %, em peso
72052920;De ferro revestido com resina termopl stica, com um teor de ferro igual ou superior a 98 %, em peso
72052990;Outros
7206;Ferro e a o n o ligado, em lingotes ou outras formas prim rias, exceto o ferro da posi  o 72.03.
72061000;- Lingotes
72069000;- Outros
7207;Produtos semimanufaturados de ferro ou a o n o ligado.
72071;- Que contenham, em peso, menos de 0,25 % de carbono:
720711;-- De se  o transversal quadrada ou retangular, com largura inferior a duas vezes a espessura
72071110;Billets
72071190;Outros
72071200;-- Outros, de se  o transversal retangular
72071900;-- Outros
72072000;- Que contenham, em peso, 0,25 % ou mais de carbono
7208;Produtos laminados planos, de ferro ou a o n o ligado, de largura igual ou superior a 600 mm, laminados a quente, n o folheados ou chapeados, nem revestidos.
72081000;- Em rolos, simplesmente laminados a quente, apresentando motivos em relevo
72082;- Outros, em rolos, simplesmente laminados a quente, decapados:
72082500;-- De espessura igual ou superior a 4,75 mm
720826;-- De espessura igual ou superior a 3 mm, mas inferior a 4,75 mm
72082610;Com um limite m nimo de elasticidade de 355 MPa
72082690;Outros
720827;-- De espessura inferior a 3 mm
72082710;Com um limite m nimo de elasticidade de 275 MPa
72082790;Outros
72083;- Outros, em rolos, simplesmente laminados a quente:
720836;-- De espessura superior a 10 mm
72083610;Com um limite m nimo de elasticidade de 355 MPa
72083690;Outros
72083700;-- De espessura igual ou superior a 4,75 mm, mas n o superior a 10 mm
720838;-- De espessura igual ou superior a 3 mm, mas inferior a 4,75 mm
72083810;Com um limite m nimo de elasticidade de 355 MPa
72083890;Outros
720839;-- De espessura inferior a 3 mm
72083910;Com um limite m nimo de elasticidade de 275 MPa
72083990;Outros
72084000;- N o enrolados, simplesmente laminados a quente, apresentando motivos em relevo
72085;- Outros, n o enrolados, simplesmente laminados a quente:
72085100;-- De espessura superior a 10 mm
72085200;-- De espessura igual ou superior a 4,75 mm, mas n o superior a 10 mm
72085300;-- De espessura igual ou superior a 3 mm, mas inferior a 4,75 mm
72085400;-- De espessura inferior a 3 mm
72089000;- Outros
7209;Produtos laminados planos, de ferro ou a o n o ligado, de largura igual ou superior a 600 mm, laminados a frio, n o folheados ou chapeados, nem revestidos.
72091;- Em rolos simplesmente laminados a frio:
72091500;-- De espessura igual ou superior a 3 mm
72091600;-- De espessura superior a 1 mm, mas inferior a 3 mm
72091700;-- De espessura igual ou superior a 0,5 mm, mas n o superior a 1 mm
72091800;-- De espessura inferior a 0,5 mm
72092;- N o enrolados, simplesmente laminados a frio:
72092500;-- De espessura igual ou superior a 3 mm
72092600;-- De espessura superior a 1 mm, mas inferior a 3 mm
72092700;-- De espessura igual ou superior a 0,5 mm, mas n o superior a 1 mm
72092800;-- De espessura inferior a 0,5 mm
72099000;- Outros
7210;Produtos laminados planos, de ferro ou a o n o ligado, de largura igual ou superior a 600 mm, folheados ou chapeados, ou revestidos.
72101;- Estanhados:
72101100;-- De espessura igual ou superior a 0,5 mm
72101200;-- De espessura inferior a 0,5 mm
72102000;- Revestidos de chumbo, incluindo os revestidos de uma liga de chumboestanho
721030;- Galvanizados eletroliticamente
72103010;De espessura inferior a 4,75 mm
72103090;Outros
72104;- Galvanizados por outro processo:
721041;-- Ondulados
72104110;De espessura inferior a 4,75 mm
72104190;Outros
721049;-- Outros
72104910;De espessura inferior a 4,75 mm
72104990;Outros
72105000;- Revestidos de  xidos de cromo ou de cromo e  xidos de cromo
72106;- Revestidos de alum nio:
72106100;-- Revestidos de ligas de aluminiozinco
721069;-- Outros
7210691;Revestidos de ligas de aluminiossil cio
72106911;De peso igual ou superior a 120 g/m2 e com conte do de sil cio igual ou superior a 5 %, mas inferior ou igual a 11 %, em peso
72106919;Outros
72106990;Outros
721070;- Pintados, envernizados ou revestidos de pl stico
72107010;Pintados ou envernizados
72107020;Revestidos de pl stico
72109000;- Outros
7211;Produtos laminados planos, de ferro ou a o n o ligado, de largura inferior a 600 mm, n o folheados ou chapeados, nem revestidos.
72111;- Simplesmente laminados a quente:
72111300;-- Laminados nas quatro faces ou em caixa fechada, de largura superior a 150 mm e de espessura igual ou superior a 4 mm, n o enrolados e n o apresentando motivos em relevo
72111400;-- Outros, de espessura igual ou superior a 4,75 mm
72111900;-- Outros
72112;- Simplesmente laminados a frio:
72112300;-- Que contenham, em peso, menos de 0,25 % de carbono
721129;-- Outros
72112910;Com um teor de carbono igual ou superior a 0,25 %, mas inferior a 0,6 %, em peso
72112920;Com um teor de carbono igual ou superior a 0,6 %, em peso
721190;- Outros
72119010;Com um teor de carbono igual ou superior a 0,6 %, em peso
72119090;Outros
7212;Produtos laminados planos, de ferro ou a o n o ligado, de largura inferior a 600 mm, folheados ou chapeados, ou revestidos.
72121000;- Estanhados
721220;- Galvanizados eletroliticamente
72122010;De espessura inferior a 4,75 mm
72122090;Outros
72123000;- Galvanizados por outro processo
721240;- Pintados, envernizados ou revestidos de pl stico
72124010;Pintados ou envernizados
7212402;Revestidos de pl stico
72124021;Com uma camada intermedi ria de liga cobre-estanho ou cobre-estanho-chumbo, aplicada por sinteriza  o
72124029;Outros
721250;- Revestidos de outras mat rias
72125010;Com uma camada de liga cobre-estanho ou cobre-estanho-chumbo, aplicada por sinteriza  o, inclusive com revestimento misto metal-pl stico ou metal-pl stico-fibra de carbono
72125090;Outros
72126000;- Folheados ou chapeados
7213;Fio-m quina de ferro ou a o n o ligado.
72131000;- Dentados, com nervuras, sulcos (entalhes) ou relevos, obtidos durante a laminagem
72132000;- Outros, de a o para tornear
72139;- Outros:
721391;-- De se  o circular, de di metro inferior a 14 mm
72139110;Com um teor de carbono igual ou superior a 0,6 %, em peso
72139190;Outros
721399;-- Outros
72139910;Com um teor de carbono igual ou superior a 0,6 %, em peso
72139990;Outros
7214;Barras de ferro ou a o n o ligado, simplesmente forjadas, laminadas, estiradas ou extrudadas, a quente, incluindo as que tenham sido submetidas a tor  o ap s laminagem.
721410;- Forjadas
72141010;Com um teor de carbono inferior ou igual a 0,6 %, em peso
72141090;Outras
72142000;- Dentadas, com nervuras, sulcos (entalhes) ou relevos, obtidos durante a laminagem, ou torcidas ap s laminagem
72143000;- Outras, de a o para tornear
72149;- Outras:
72149100;-- De se  o transversal retangular
721499;-- Outras
72149910;De se  o circular
72149990;Outras
7215;Outras barras de ferro ou a o n o ligado.
72151000;- De a o para tornear, simplesmente obtidas ou completamente acabadas a frio
72155000;- Outras, simplesmente obtidas ou completamente acabadas a frio
721590;- Outras
72159010;Com um teor de carbono inferior ou igual a 0,6 %, em peso
72159090;Outras
7216;Perfis de ferro ou a o n o ligado.
72161000;- Perfis em U, I ou H, simplesmente laminados, estirados ou extrudados, a quente, de altura inferior a 80 mm
72162;- Perfis em L ou T, simplesmente laminados, estirados ou extrudados, a quente, de altura inferior a 80 mm:
72162100;-- Perfis em L
72162200;-- Perfis em T
72163;- Perfis em U, I ou H, simplesmente laminados, estirados ou extrudados, a quente, de altura igual ou superior a 80 mm:
72163100;-- Perfis em U
72163200;-- Perfis em I
72163300;-- Perfis em H
721640;- Perfis em L ou T, simplesmente laminados, estirados ou extrudados, a quente, de altura igual ou superior a 80 mm
72164010;De altura inferior ou igual a 200 mm
72164090;Outros
72165000;- Outros perfis, simplesmente laminados, estirados ou extrudados, a quente
72166;- Perfis simplesmente obtidos ou completamente acabados a frio:
721661;-- Obtidos a partir de produtos laminados planos
72166110;De altura inferior a 80 mm
72166190;Outros
721669;-- Outros
72166910;De altura inferior a 80 mm
72166990;Outros
72169;- Outros:
72169100;-- Obtidos ou acabados a frio a partir de produtos laminados planos
72169900;-- Outros
7217;Fios de ferro ou a o n o ligado.
721710;- N o revestidos, mesmo polidos
7217101;Com um teor de carbono igual ou superior a 0,6 %, em peso
72171011;Com um teor, em peso, de f sforo inferior a 0,035 % e de enxofre inferior a 0,035 %, temperado e revenido, flecha m xima sem carga de 1 cm em 1 m, resist ncia   tra  o igual ou superior a 1.960 MPa e cuja maior dimens o da se  o transversal seja inferior ou igual a 2,25 mm
72171019;Outros
72171090;Outros
721720;- Galvanizados
72172010;Com um teor de carbono igual ou superior a 0,6 %, em peso
72172090;Outros
721730;- Revestidos de outros metais comuns
72173010;Com um teor de carbono igual ou superior a 0,6 %, em peso
72173090;Outros
72179000;- Outros
7218;"A o inoxid vel em lingotes ou outras formas prim rias; produtos semimanufaturados de a o inoxid vel."
72181000;- Lingotes e outras formas prim rias
72189;- Outros:
72189100;-- De se  o transversal retangular
72189900;-- Outros
7219;Produtos laminados planos de a o inoxid vel, de largura igual ou superior a 600 mm.
72191;- Simplesmente laminados a quente, em rolos:
72191100;-- De espessura superior a 10 mm
72191200;-- De espessura igual ou superior a 4,75 mm, mas n o superior a 10 mm
72191300;-- De espessura igual ou superior a 3 mm, mas inferior a 4,75 mm
72191400;-- De espessura inferior a 3 mm
72192;- Simplesmente laminados a quente, n o enrolados:
72192100;-- De espessura superior a 10 mm
72192200;-- De espessura igual ou superior a 4,75 mm, mas n o superior a 10 mm
72192300;-- De espessura igual ou superior a 3 mm, mas inferior a 4,75 mm
72192400;-- De espessura inferior a 3 mm
72193;- Simplesmente laminados a frio:
72193100;-- De espessura igual ou superior a 4,75 mm
72193200;-- De espessura igual ou superior a 3 mm, mas inferior a 4,75 mm
72193300;-- De espessura superior a 1 mm, mas inferior a 3 mm
72193400;-- De espessura igual ou superior a 0,5 mm, mas n o superior a 1 mm
72193500;-- De espessura inferior a 0,5 mm
721990;- Outros
72199010;De espessura inferior a 4,75 mm e dureza igual ou superior a 42 HRC
72199090;Outros
7220;Produtos laminados planos de a o inoxid vel, de largura inferior a 600 mm.
72201;- Simplesmente laminados a quente:
72201100;-- De espessura igual ou superior a 4,75 mm
722012;-- De espessura inferior a 4,75 mm
72201210;De espessura inferior ou igual a 1,5 mm
72201220;De espessura superior a 1,5 mm, mas n o superior a 3 mm
72201290;Outros
722020;- Simplesmente laminados a frio
72202010;De largura inferior ou igual a 23 mm e espessura inferior ou igual a 0,1 mm
72202090;Outros
72209000;- Outros
72210000;Fio-m quina de a o inoxid vel.
7222;Barras e perfis, de a o inoxid vel.
72221;- Barras simplesmente laminadas, estiradas ou extrudadas, a quente:
72221100;-- De se  o circular
722219;-- Outras
72221910;De se  o transversal retangular
72221990;Outras
72222000;- Barras simplesmente obtidas ou completamente acabadas a frio
72223000;- Outras barras
722240;- Perfis
72224010;De altura igual ou superior a 80 mm
72224090;Outros
72230000;Fios de a o inoxid vel.
7224;"Outras ligas de a o, em lingotes ou outras formas prim rias; produtos semimanufaturados, de outras ligas de a o."
72241000;- Lingotes e outras formas prim rias
72249000;- Outros
7225;Produtos laminados planos, de outras ligas de a o, de largura igual ou superior a 600 mm.
72251;"- De a o ao sil cio, denominado ""magn tico"":"
72251100;-- De gr os orientados
72251900;-- Outros
72253000;- Outros, simplesmente laminados a quente, em rolos
722540;- Outros, simplesmente laminados a quente, n o enrolados
72254010;De a o, segundo normas AISI D2, D3 ou D6, de espessura inferior ou igual a 7 mm
72254020;De a os de corte r pido
72254090;Outros
722550;- Outros, simplesmente laminados a frio
72255010;De a os de corte r pido
72255090;Outros
72259;- Outros:
72259100;-- Galvanizados eletroliticamente
72259200;-- Galvanizados por outro processo
722599;-- Outros
72259910;De a os de corte r pido
72259990;Outros
7226;Produtos laminados planos, de outras ligas de a o, de largura inferior a 600 mm.
72261;"- De a o ao sil cio, denominado ""magn tico"":"
72261100;-- De gr os orientados
72261900;-- Outros
722620;- De a o de corte r pido
72262010;De espessura igual ou superior a 1 mm, mas n o superior a 4 mm
72262090;Outros
72269;- Outros:
72269100;-- Simplesmente laminados a quente
72269200;-- Simplesmente laminados a frio
72269900;-- Outros
7227;Fio-m quina de outras ligas de a o.
72271000;- De a o de corte r pido
72272000;- De a o siliciomangan s
72279000;- Outros
7228;"Barras e perfis, de outras ligas de a o; barras ocas para perfura  o, de ligas de a o ou de a o n o ligado."
722810;- Barras de a o de corte r pido
72281010;Simplesmente laminadas, estiradas ou extrudadas, a quente
72281090;Outras
72282000;- Barras de a o siliciomangan s
72283000;- Outras barras, simplesmente laminadas, estiradas ou extrudadas, a quente
72284000;- Outras barras, simplesmente forjadas
72285000;- Outras barras, simplesmente obtidas ou completamente acabadas a frio
72286000;- Outras barras
72287000;- Perfis
72288000;- Barras ocas para perfura  o
7229;Fios de outras ligas de a o.
72292000;- De a o siliciomangan s
72299000;- Outros
73;Obras de ferro fundido, ferro ou a o.
7301;"Estacas-pranchas de ferro ou a o, mesmo perfuradas ou feitas com elementos montados; perfis obtidos por soldadura, de ferro ou a o."
73011000;- Estacas-pranchas
73012000;- Perfis
7302;Elementos de vias f rreas, de ferro fundido, ferro ou a o: trilhos (carris), contratrilhos (contracarris) e cremalheiras, agulhas, cr ssimas, alavancas para comando de agulhas e outros elementos de cruzamentos e desvios, dormentes, talas de jun  o (eclissas*), coxins de trilho (carril), cantoneiras, placas de apoio ou assentamento, placas de aperto, placas e tirantes de separa  o e outras pe as pr prias para a fixa  o, articula  o, apoio ou jun  o de trilhos (carris).
730210;- Trilhos (carris)
73021010;De a o, de peso linear igual ou superior a 44,5 kg/m
73021090;Outros
73023000;- Agulhas, cr ssimas, alavancas para comando de agulhas e outros elementos de cruzamentos e desvios
73024000;- Talas de jun  o (Eclissas*) e placas de apoio ou assentamento
73029000;- Outros
73030000;Tubos e perfis ocos, de ferro fundido.
7304;Tubos e perfis ocos, sem costura, de ferro ou a o.
73041;- Tubos do tipo utilizado em oleodutos ou gasodutos:
73041100;-- De a o inoxid vel
73041900;-- Outros
73042;- Tubos para revestimento de po os, de produ  o ou suprimento e hastes de perfura  o, do tipo utilizado na extra  o de petr leo ou de g s:
73042200;-- Hastes de perfura  o de a o inoxid vel
730423;-- Outras hastes de perfura  o
73042310;De a o n o ligado
73042390;Outras
73042400;-- Outros, de a o inoxid vel
730429;-- Outros
73042910;De a o n o ligado
7304293;De outras ligas de a o n o revestidos
73042931;De di metro exterior inferior ou igual a 229 mm
73042939;Outros
73042990;Outros
73043;- Outros, de se  o circular, de ferro ou a o n o ligado:
730431;-- Estirados ou laminados, a frio
73043110;Tubos n o revestidos
73043190;Outros
730439;-- Outros
73043910;Tubos n o revestidos, de di metro exterior inferior ou igual a 229 mm
73043920;Tubos revestidos, de di metro exterior inferior ou igual a 229 mm
73043990;Outros
73044;- Outros, de se  o circular, de a o inoxid vel:
730441;-- Estirados ou laminados, a frio
73044110;Tubos capilares de di metro exterior inferior ou igual a 3 mm e di metro interior inferior ou igual a 0,2 mm
73044190;Outros
73044900;-- Outros
73045;- Outros, de se  o circular, de outras ligas de a o:
730451;-- Estirados ou laminados, a frio
7304511;Tubos de di metro exterior inferior ou igual a 229 mm
73045111;Tubos capilares de di metro exterior inferior ou igual a 3 mm e di metro interior inferior ou igual a 0,2 mm
73045119;Outros
73045190;Outros
730459;-- Outros
73045910;Tubos de di metro exterior inferior ou igual a 229 mm
73045990;Outros
730490;- Outros
7304901;De di metro exterior inferior ou igual a 229 mm
73049011;De a o inoxid vel
73049019;Outros
73049090;Outros
7305;Outros tubos (por exemplo, soldados ou rebitados), de se  o circular, de di metro exterior superior a 406,4 mm, de ferro ou a o.
73051;- Tubos do tipo utilizado em oleodutos ou gasodutos:
73051100;-- Soldados longitudinalmente por arco imerso
