NCM;DESCRICAO
85269;- OUTROS:
85269100;-- APARELHOS DE RADIONAVEGA  O
85269200;-- APARELHOS DE RADIOTELECOMANDO
8527;APARELHOS RECEPTORES PARA RADIODIFUS O, MESMO COMBINADOS NUM MESMO INV LUCRO, COM UM APARELHO DE GRAVA  O OU DE REPRODU  O DE SOM, OU COM UM REL GIO.
85271;- APARELHOS RECEPTORES DE RADIODIFUS O SUSCET VEIS DE FUNCIONAREM SEM FONTE EXTERNA DE ENERGIA:
85271200;-- R DIOS TOCA-FITAS (R DIOS-LEITORES DE CASSETES*) DE BOLSO
85271300;-- OUTROS APARELHOS COMBINADOS COM UM APARELHO DE GRAVA  O OU DE REPRODU  O DE SOM
85271900;-- OUTROS
85272;- APARELHOS RECEPTORES DE RADIODIFUS O QUE S  FUNCIONEM COM FONTE EXTERNA DE ENERGIA, DO TIPO UTILIZADO EM VE CULOS AUTOM VEIS:
85272100;-- COMBINADOS COM UM APARELHO DE GRAVA  O OU DE REPRODU  O DE SOM
85272900;-- OUTROS
85279;- OUTROS:
85279100;-- COMBINADOS COM UM APARELHO DE GRAVA  O OU DE REPRODU  O DE SOM
85279200;-- N O COMBINADOS COM UM APARELHO DE GRAVA  O OU DE REPRODU  O DE SOM, MAS COMBINADOS COM UM REL GIO
852799;-- OUTROS
85279910;AMPLIFICADOR COM SINTONIZADOR (RECEIVER)
85279990;OUTROS
8528;"MONITORES E PROJETORES, QUE N O INCORPOREM APARELHO RECEPTOR DE TELEVIS O; APARELHOS RECEPTORES DE TELEVIS O, MESMO QUE INCORPOREM UM APARELHO RECEPTOR DE RADIODIFUS O OU UM APARELHO DE GRAVA  O OU DE REPRODU  O DE SOM OU DE IMAGENS."
85284;- MONITORES COM TUBO DE RAIOS CAT DICOS:
85284200;-- CAPAZES DE SEREM CONECTADOS DIRETAMENTE A UMA M QUINA AUTOM TICA PARA PROCESSAMENTO DE DADOS DA POSI  O 84.71 E CONCEBIDOS PARA SEREM UTILIZADOS COM ESTA M QUINA
852849;-- OUTROS
85284930;POLICROM TICOS, COM DISPOSITIVOS DE SELE  O DE VARREDURA (UNDERSCANNING) E DE RETARDO DE SINCRONISMO HORIZONTAL E VERTICAL (H/V DELAY OU PULSE CROSS)
85284990;OUTROS
85285;- OUTROS MONITORES:
85285200;-- CAPAZES DE SEREM CONECTADOS DIRETAMENTE A UMA M QUINA AUTOM TICA PARA PROCESSAMENTO DE DADOS DA POSI  O 84.71 E CONCEBIDOS PARA SEREM UTILIZADOS COM ESTA M QUINA
85285900;-- OUTROS
85286;- PROJETORES:
85286200;-- CAPAZES DE SEREM CONECTADOS DIRETAMENTE A UMA M QUINA AUTOM TICA PARA PROCESSAMENTO DE DADOS DA POSI  O 84.71 E CONCEBIDOS PARA SEREM UTILIZADOS COM ESTA M QUINA
852869;-- OUTROS
85286910;COM TECNOLOGIA DE DISPOSITIVO DIGITAL DE MICROESPELHOS (DMD - DIGITAL MICROMIRROR DEVICE)
85286990;OUTROS
85287;- APARELHOS RECEPTORES DE TELEVIS O, MESMO QUE INCORPOREM UM APARELHO RECEPTOR DE RADIODIFUS O OU UM APARELHO DE GRAVA  O OU DE REPRODU  O DE SOM OU DE IMAGENS:
852871;-- N O CONCEBIDOS PARA INCORPORAR UM DISPOSITIVO DE VISUALIZA  O OU UMA TELA (ECR *), DE V DEO
8528711;RECEPTOR-DECODIFICADOR INTEGRADO (IRD) DE SINAIS DIGITALIZADOS DE V DEO CODIFICADOS
85287111;SEM SA DA DE RADIOFREQU NCIA (RF) MODULADA NOS CANAIS 3 OU 4, COM SA DAS DE  UDIO BALANCEADAS COM IMPED NCIA DE 600 OHMS, PR PRIO PARA MONTAGEM EM RACKS E COM SA DA DE V DEO COM CONECTOR BNC
85287119;OUTROS
85287190;OUTROS
85287200;-- OUTROS, A CORES
85287300;-- OUTROS, A PRETO E BRANCO OU OUTROS MONOCROMOS
8529;PARTES RECONHEC VEIS COMO EXCLUSIVA OU PRINCIPALMENTE DESTINADAS AOS APARELHOS DAS POSI  ES 85.24 A 85.28.
852910;"- ANTENAS E REFLETORES DE ANTENAS DE QUALQUER TIPO; PARTES RECONHEC VEIS COMO DE UTILIZA  O CONJUNTA COM ESSES ARTIGOS"
85291020;ANTENAS COM REFLETOR PARAB LICO
85291090;OUTROS
852990;- OUTRAS
8529901;DE APARELHOS DAS SUBPOSI  ES 8525.50 OU 8525.60
85299011;GABINETES E BASTIDORES
85299012;CIRCUITOS IMPRESSOS COM COMPONENTES EL TRICOS OU ELETR NICOS, MONTADOS
85299019;OUTRAS
85299020;DE APARELHOS DAS POSI  ES 85.27 OU 85.28
85299030;DE APARELHOS DA SUBPOSI  O 8526.10
85299040;DE APARELHOS DA SUBPOSI  O 8526.91
85299050;DE M DULOS DE VISUALIZA  O DA POSI  O 85.24
85299090;OUTRAS
8530;APARELHOS EL TRICOS DE SINALIZA  O (EXCLUINDO OS DE TRANSMISS O DE MENSAGENS), DE SEGURAN A, DE CONTROLE E DE COMANDO, PARA VIAS F RREAS OU SEMELHANTES, VIAS TERRESTRES OU FLUVIAIS, PARA  REAS OU PARQUES DE ESTACIONAMENTO, INSTALA  ES PORTU RIAS OU PARA AER DROMOS (EXCETO OS DA POSI  O 86.08).
853010;- APARELHOS PARA VIAS F RREAS OU SEMELHANTES
85301010;DIGITAIS, PARA CONTROLE DE TR FEGO
85301090;OUTROS
853080;- OUTROS APARELHOS
85308010;DIGITAIS, PARA CONTROLE DE TR FEGO DE AUTOMOTORES
85308090;OUTROS
85309000;- PARTES
8531;APARELHOS EL TRICOS DE SINALIZA  O AC STICA OU VISUAL (POR EXEMPLO, CAMPAINHAS, SIRENES, PAIN IS INDICADORES, APARELHOS DE ALARME PARA PROTE  O CONTRA ROUBO OU INC NDIO), EXCETO OS DAS POSI  ES 85.12 OU 85.30.
853110;- APARELHOS EL TRICOS DE ALARME PARA PROTE  O CONTRA ROUBO OU INC NDIO E APARELHOS SEMELHANTES
85311010;ALARMES CONTRA INC NDIO OU SOBREAQUECIMENTO
85311090;OUTROS
85312000;- PAIN IS INDICADORES COM DISPOSITIVOS DE CRISTAIS L QUIDOS (LCD) OU DE DIODOS EMISSORES DE LUZ (LED)
85318000;- OUTROS APARELHOS
85319000;- PARTES
8532;CONDENSADORES EL TRICOS, FIXOS, VARI VEIS OU AJUST VEIS.
85321000;- CONDENSADORES FIXOS CONCEBIDOS PARA LINHAS EL TRICAS DE 50/60 HZ E CAPAZES DE ABSORVER UMA POT NCIA REATIVA IGUAL OU SUPERIOR A 0,5 KVAR (CONDENSADORES DE POT NCIA)
85322;- OUTROS CONDENSADORES FIXOS:
853221;-- DE T NTALO
8532211;PR PRIOS PARA MONTAGEM EM SUPERF CIE (SMD - SURFACE MOUNTED DEVICE)
85322111;COM TENS O DE ISOLA  O INFERIOR OU IGUAL A 125 V
85322119;OUTROS
85322120;PR PRIOS PARA MONTAGEM POR INSER  O (PTH - PIN THROUGH HOLE)
85322190;OUTROS
85322200;-- ELETROL TICOS DE ALUM NIO
853223;-- COM DIEL TRICO DE CER MICA, DE UMA S  CAMADA
85322310;PR PRIOS PARA MONTAGEM EM SUPERF CIE (SMD - SURFACE MOUNTED DEVICE)
85322390;OUTROS
853224;-- COM DIEL TRICO DE CER MICA, DE CAMADAS M LTIPLAS
85322410;PR PRIOS PARA MONTAGEM EM SUPERF CIE (SMD - SURFACE MOUNTED DEVICE)
85322420;PR PRIOS PARA MONTAGEM POR INSER  O (PTH - PIN THROUGH HOLE)
85322490;OUTROS
853225;-- COM DIEL TRICO DE PAPEL OU DE PL STICO
85322510;PR PRIOS PARA MONTAGEM EM SUPERF CIE (SMD - SURFACE MOUNTED DEVICE)
85322590;OUTROS
853229;-- OUTROS
85322910;PR PRIOS PARA MONTAGEM EM SUPERF CIE (SMD - SURFACE MOUNTED DEVICE)
85322990;OUTROS
853230;- CONDENSADORES VARI VEIS OU AJUST VEIS
85323010;PR PRIOS PARA MONTAGEM EM SUPERF CIE (SMD - SURFACE MOUNTED DEVICE)
85323090;OUTROS
85329000;- PARTES
8533;RESIST NCIAS EL TRICAS (INCLUINDO OS REOSTATOS E OS POTENCI METROS), EXCETO DE AQUECIMENTO.
85331000;- RESIST NCIAS FIXAS DE CARBONO, AGLOMERADAS OU DE CAMADA
85332;- OUTRAS RESIST NCIAS FIXAS:
853321;-- PARA POT NCIA N O SUPERIOR A 20 W
85332110;DE FIO
85332120;PR PRIAS PARA MONTAGEM EM SUPERF CIE (SMD - SURFACE MOUNTED DEVICE)
85332190;OUTRAS
85332900;-- OUTRAS
85333;- RESIST NCIAS VARI VEIS BOBINADAS (INCLUINDO OS REOSTATOS E OS POTENCI METROS):
853331;-- PARA POT NCIA N O SUPERIOR A 20 W
85333110;POTENCI METROS
85333190;OUTRAS
853339;-- OUTRAS
85333910;POTENCI METROS
85333990;OUTRAS
853340;- OUTRAS RESIST NCIAS VARI VEIS (INCLUINDO OS REOSTATOS E OS POTENCI METROS)
8533401;RESIST NCIAS N O LINEARES SEMICONDUTORAS
85334011;TERMISTORES
85334012;VARISTORES PARA UMA TENS O INFERIOR OU IGUAL A 1.000 V
85334013;OUTROS VARISTORES
85334019;OUTRAS
8533409;OUTRAS
85334091;POTENCI METRO DE CARV O, DO TIPO UTILIZADO PARA DETERMINAR O  NGULO DE ABERTURA DA BORBOLETA, EM SISTEMAS DE INJE  O DE COMBUST VEL CONTROLADOS ELETRONICAMENTE
85334092;OUTROS POTENCI METROS DE CARV O
85334099;OUTRAS
85339000;- PARTES
853400;CIRCUITOS IMPRESSOS.
8534001;SIMPLES FACE, R GIDOS
85340011;COM ISOLANTE DE RESINA FEN LICA E PAPEL CELUL SICO
85340012;COM ISOLANTE DE RESINA EP XIDA E PAPEL CELUL SICO
85340013;COM ISOLANTE DE RESINA EP XIDA E TECIDO DE FIBRA DE VIDRO
85340019;OUTROS
85340020;SIMPLES FACE, FLEX VEIS
8534003;DUPLA FACE, R GIDOS
85340031;COM ISOLANTE DE RESINA FEN LICA E PAPEL CELUL SICO
85340032;COM ISOLANTE DE RESINA EP XIDA E PAPEL CELUL SICO
85340033;COM ISOLANTE DE RESINA EP XIDA E TECIDO DE FIBRA DE VIDRO
85340039;OUTROS
85340040;DUPLA FACE, FLEX VEIS
8534005;MULTICAMADAS
85340051;COM ISOLANTE DE RESINA EP XIDA E TECIDO DE FIBRA DE VIDRO
85340059;OUTROS
8535;APARELHOS PARA INTERRUP  O, SECCIONAMENTO, PROTE  O, DERIVA  O, LIGA  O OU CONEX O DE CIRCUITOS EL TRICOS (POR EXEMPLO, INTERRUPTORES, COMUTADORES, CORTA-CIRCUITOS, PARA-RAIOS, LIMITADORES DE TENS O, SUPRESSORES DE PICOS DE TENS O (ELIMINADORES DE ONDA), TOMADAS DE CORRENTE E OUTROS CONECTORES, CAIXAS DE JUN  O), PARA UMA TENS O SUPERIOR A 1.000 V.
85351000;- FUS VEIS E CORTA-CIRCUITOS DE FUS VEIS
85352;- DISJUNTORES:
85352100;-- PARA UMA TENS O INFERIOR A 72,5 KV
85352900;-- OUTROS
853530;- SECCIONADORES E INTERRUPTORES
8535301;PARA CORRENTE NOMINAL INFERIOR OU IGUAL A 1.600 A
85353013;INTERRUPTORES A V CUO, SEM DISPOSITIVO DE ACIONAMENTO (AMPOLAS A V CUO)
85353017;OUTROS, COM DISPOSITIVO DE ACIONAMENTO N O AUTOM TICO
85353018;OUTROS, COM DISPOSITIVO DE ACIONAMENTO AUTOM TICO, EXCETO OS DE CONTATOS IMERSOS EM MEIO L QUIDO
85353019;OUTROS
8535302;PARA CORRENTE NOMINAL SUPERIOR A 1.600 A
85353023;INTERRUPTORES A V CUO, SEM DISPOSITIVO DE ACIONAMENTO (AMPOLAS A V CUO)
85353027;OUTROS, COM DISPOSITIVO DE ACIONAMENTO N O AUTOM TICO
85353028;OUTROS, COM DISPOSITIVO DE ACIONAMENTO AUTOM TICO, EXCETO OS DE CONTATOS IMERSOS EM MEIO L QUIDO
85353029;OUTROS
853540;- PARA-RAIOS, LIMITADORES DE TENS O E SUPRESSORES DE PICOS DE TENS O (ELIMINADORES DE ONDA)
85354010;PARA-RAIOS PARA PROTE  O DE LINHAS DE TRANSMISS O DE ELETRICIDADE
85354090;OUTROS
853590;- OUTROS
85359010;COMUTADORES COM AMPOLAS A V CUO, SEM INTERRUP  O DE CIRCULA  O DE CORRENTE DURANTE A COMUTA  O, PARA UMA CORRENTE NOMINAL IGUAL OU SUPERIOR A 100 A
85359090;OUTROS
8536;"APARELHOS PARA INTERRUP  O, SECCIONAMENTO, PROTE  O, DERIVA  O, LIGA  O OU CONEX O DE CIRCUITOS EL TRICOS (POR EXEMPLO, INTERRUPTORES, COMUTADORES, REL S, CORTA-CIRCUITOS, SUPRESSORES DE PICOS DE TENS O (ELIMINADORES DE ONDA), PLUGUES (FICHAS*) E TOMADAS DE CORRENTE, SUPORTES PARA L MPADAS E OUTROS CONECTORES, CAIXAS DE JUN  O), PARA UMA TENS O N O SUPERIOR A 1.000 V; CONECTORES PARA FIBRAS  PTICAS, FEIXES OU CABOS DE FIBRAS  PTICAS."
85361000;- FUS VEIS E CORTA-CIRCUITOS DE FUS VEIS
85362000;- DISJUNTORES
853630;- OUTROS APARELHOS PARA PROTE  O DE CIRCUITOS EL TRICOS
85363010;CENTELHADOR A G S
85363090;OUTROS
85364;- REL S:
85364100;-- PARA UMA TENS O N O SUPERIOR A 60 V
85364900;-- OUTROS
853650;- OUTROS INTERRUPTORES, SECCIONADORES E COMUTADORES
85365010;UNIDADE CHAVEADORA DE CONVERSOR DE SUBIDA E DESCIDA PARA SISTEMA DE TELECOMUNICA  ES VIA SAT LITE
85365020;UNIDADE CHAVEADORA DE AMPLIFICADOR DE ALTA POT NCIA (HPA) PARA SISTEMA DE TELECOMUNICA  ES VIA SAT LITE
85365030;COMUTADORES CODIFICADORES DIGITAIS, PR PRIOS PARA MONTAGEM EM CIRCUITOS IMPRESSOS
85365090;OUTROS
85366;- SUPORTES PARA L MPADAS, PLUGUES (FICHAS*) E TOMADAS DE CORRENTE:
85366100;-- SUPORTES PARA L MPADAS
853669;-- OUTROS
85366910;TOMADA POLARIZADA E TOMADA BLINDADA
85366990;OUTROS
85367000;- CONECTORES PARA FIBRAS  PTICAS, FEIXES OU CABOS DE FIBRAS  PTICAS
853690;- OUTROS APARELHOS
85369010;CONECTORES PARA CABOS PLANOS CONSTITU DOS POR CONDUTORES PARALELOS ISOLADOS INDIVIDUALMENTE
85369020;TOMADAS DE CONTATO DESLIZANTE EM CONDUTORES A REOS
85369030;SOQUETES PARA MICROESTRUTURAS ELETR NICAS
85369040;CONECTORES PARA CIRCUITO IMPRESSO
85369050;TERMINAIS DE CONEX O PARA CONDENSADORES, MESMO MONTADOS EM SUPORTE ISOLANTE
85369060;CONECTOR DE CORRENTE EL TRICA PARA ACOPLAMENTO ATRAV S DA CARCA A, DO TIPO UTILIZADO EM MOTOCOMPRESSORES HERM TICOS DE REFRIGERA  O
85369090;OUTROS
8537;QUADROS, PAIN IS, CONSOLES, CABINAS, ARM RIOS E OUTROS SUPORTES COM DOIS OU MAIS APARELHOS DAS POSI  ES 85.35 OU 85.36, PARA COMANDO EL TRICO OU DISTRIBUI  O DE ENERGIA EL TRICA, INCLUINDO OS QUE INCORPOREM INSTRUMENTOS OU APARELHOS DO CAP TULO 90, BEM COMO OS APARELHOS DE COMANDO NUM RICO, EXCETO OS APARELHOS DE COMUTA  O DA POSI  O 85.17.
853710;- PARA UMA TENS O N O SUPERIOR A 1.000 V
8537101;COMANDO NUM RICO COMPUTADORIZADO (CNC)
85371011;COM PROCESSADOR E BARRAMENTO DE 32 BITS OU SUPERIOR, INCORPORANDO RECURSOS GR FICOS E EXECU  O DE MACROS, RESOLU  O INFERIOR OU IGUAL A 1 MICR METRO (M CRON) E CAPACIDADE DE CONEX O DIGITAL PARA SERVO-ACIONAMENTO, COM MONITOR POLICROM TICO
85371019;OUTROS
85371020;CONTROLADORES PROGRAM VEIS
85371030;CONTROLADORES DE DEMANDA DE ENERGIA EL TRICA
85371090;OUTROS
853720;- PARA UMA TENS O SUPERIOR A 1.000 V
85372010;SUBESTA  ES ISOLADAS A G S (GIS - GAS-INSULATED SWITCHGEAR OU HIS - HIGHLY INTEGRATED SWITCHGEAR), PARA UMA TENS O SUPERIOR A 52 KV
85372090;OUTROS
8538;PARTES RECONHEC VEIS COMO EXCLUSIVA OU PRINCIPALMENTE DESTINADAS AOS APARELHOS DAS POSI  ES 85.35, 85.36 OU 85.37.
85381000;- QUADROS, PAIN IS, CONSOLES, CABINAS, ARM RIOS E OUTROS SUPORTES, DA POSI  O 85.37, DESPROVIDOS DOS SEUS APARELHOS
853890;- OUTRAS
85389010;CIRCUITOS IMPRESSOS COM COMPONENTES EL TRICOS OU ELETR NICOS, MONTADOS
85389020;DE DISJUNTORES, PARA UMA TENS O IGUAL OU SUPERIOR A 72,5 KV
85389090;OUTRAS
8539;"L MPADAS E TUBOS EL TRICOS DE INCANDESC NCIA OU DE DESCARGA, INCLUINDO OS ARTIGOS DENOMINADOS ""FAR IS E PROJETORES, EM UNIDADES SELADAS"" E AS L MPADAS E TUBOS DE RAIOS ULTRAVIOLETA OU INFRAVERMELHOS; L MPADAS DE ARCO; FONTES DE LUZ DE DIODOS EMISSORES DE LUZ (LED)."
853910;"- ARTIGOS DENOMINADOS ""FAR IS E PROJETORES, EM UNIDADES SELADAS"""
85391010;PARA UMA TENS O INFERIOR OU IGUAL A 15 V
85391090;OUTROS
85392;- OUTRAS L MPADAS E TUBOS DE INCANDESC NCIA, EXCETO DE RAIOS ULTRAVIOLETA OU INFRAVERMELHOS:
853921;-- HAL GENOS, DE TUNGST NIO (VOLFR MIO)
85392110;PARA UMA TENS O INFERIOR OU IGUAL A 15 V
85392190;OUTROS
85392200;-- OUTROS, DE POT NCIA N O SUPERIOR A 200 W E UMA TENS O SUPERIOR A 100 V
853929;-- OUTROS
85392910;PARA UMA TENS O INFERIOR OU IGUAL A 15 V
85392990;OUTROS
85393;- L MPADAS E TUBOS DE DESCARGA, EXCETO DE RAIOS ULTRAVIOLETA:
853931;-- FLUORESCENTES, DE C TODO QUENTE
8539311;L MPADAS, COM REATOR ELETR NICO INCORPORADO E BASE ROSCA E 14, E 27 OU E 40
85393111;QUE CONTENHAM MAIS DE 5 MG DE MERC RIO POR CADA INV LUCRO (TUBO)
85393119;OUTRAS
85393120;OUTRAS L MPADAS
8539313;TUBOS
85393131;COM F SFORO TRIBANDA E QUE CONTENHAM MAIS DE 5 MG DE MERC RIO
85393132;COM F SFORO EM HALOFOSFATO E QUE CONTENHAM MAIS DE 10 MG DE MERC RIO
85393139;OUTROS
853932;"-- L MPADAS DE VAPOR DE MERC RIO OU DE S DIO; L MPADAS DE HALOGENETO MET LICO"
85393210;DE VAPOR DE MERC RIO
85393220;DE VAPOR DE S DIO
85393230;DE HALOGENETO MET LICO
853939;-- OUTROS
8539391;TUBOS FLUORESCENTES DE C TODO FRIO OU DE ELETRODO EXTERNO, PARA TELAS ELETR NICAS
85393911;DE COMPRIMENTO N O SUPERIOR A 500 MM E QUE CONTENHAM MAIS DE 3,5 MG DE MERC RIO
85393912;DE COMPRIMENTO SUPERIOR A 500 MM, MAS N O SUPERIOR A 1.500 MM E QUE CONTENHAM MAIS DE 5 MG DE MERC RIO
85393913;DE COMPRIMENTO SUPERIOR A 1.500 MM E QUE CONTENHAM MAIS DE 13 MG DE MERC RIO
85393919;OUTROS
85393990;OUTROS
85394;"- L MPADAS E TUBOS DE RAIOS ULTRAVIOLETA OU INFRAVERMELHOS; L MPADAS DE ARCO:"
853941;-- L MPADAS DE ARCO
85394110;DE POT NCIA IGUAL OU SUPERIOR A 1.000 W
85394190;OUTRAS
85394900;-- OUTROS
85395;- FONTES DE LUZ DE DIODOS EMISSORES DE LUZ (LED):
85395100;-- M DULOS DE DIODOS EMISSORES DE LUZ (LED)
85395200;-- L MPADAS E TUBOS DE DIODOS EMISSORES DE LUZ (LED)
853990;- PARTES
85399010;ELETRODOS
85399020;BASES
85399090;OUTRAS
8540;L MPADAS, TUBOS E V LVULAS, ELETR NICOS, DE C TODO QUENTE, C TODO FRIO OU FOTOC TODO (POR EXEMPLO, L MPADAS, TUBOS E V LVULAS, DE V CUO, DE VAPOR OU DE G S, AMPOLAS RETIFICADORAS DE VAPOR DE MERC RIO, TUBOS CAT DICOS, TUBOS E V LVULAS PARA C MERAS DE TELEVIS O), EXCETO OS DA POSI  O 85.39.
85401;- TUBOS CAT DICOS PARA RECEPTORES DE TELEVIS O, INCLUINDO OS TUBOS PARA MONITORES DE V DEO:
85401100;-- A CORES
85401200;-- A PRETO E BRANCO OU OUTROS MONOCROMOS
854020;"- TUBOS PARA C MERAS DE TELEVIS O; TUBOS CONVERSORES OU INTENSIFICADORES DE IMAGENS; OUTROS TUBOS DE FOTOC TODO"
8540201;TUBOS PARA C MERAS DE TELEVIS O
85402011;A PRETO E BRANCO OU OUTROS MONOCROMOS
85402019;OUTROS
85402020;TUBOS CONVERSORES OU INTENSIFICADORES DE IMAGENS, DE RAIOS X
85402090;OUTROS
85404000;"- TUBOS DE VISUALIZA  O DE DADOS GR FICOS, EM MONOCROMOS; TUBOS DE VISUALIZA  O DE DADOS GR FICOS, A CORES, COM UMA TELA (ECR *) FOSF RICA DE ESPA AMENTO ENTRE OS PONTOS INFERIOR A 0,4 MM"
854060;- OUTROS TUBOS CAT DICOS
85406010;TUBOS DE VISUALIZA  O DE DADOS GR FICOS, EM CORES, COM UMA TELA DE ESPA AMENTO ENTRE OS PONTOS IGUAL OU SUPERIOR A 0,4 MM
85406090;OUTROS
85407;- TUBOS PARA MICRO-ONDAS (POR EXEMPLO, MAGN TRONS, CL STRONS, GUIAS (TUBOS) DE ONDAS PROGRESSIVAS, CARCINOTRONS), EXCLUINDO OS TUBOS COMANDADOS POR GRADE (GRELHA):
85407100;-- MAGN TRONS
85407900;-- OUTROS
85408;- OUTRAS L MPADAS, TUBOS E V LVULAS:
85408100;-- TUBOS DE RECEP  O OU DE AMPLIFICA  O
854089;-- OUTROS
85408910;V LVULAS DE POT NCIA PARA TRANSMISSORES
85408990;OUTROS
85409;- PARTES:
854091;-- DE TUBOS CAT DICOS
85409110;BOBINAS DE DEFLEX O (YOKES)
85409120;N CLEOS DE P  FERROMAGN TICO PARA BOBINAS DE DEFLEX O (YOKES)
85409130;CANH ES ELETR NICOS
85409140;PAINEL DE VIDRO, M SCARA DE SOMBRA E BLINDAGEM INTERNA, REUNIDOS, PARA TUBOS TRICROM TICOS
85409190;OUTRAS
85409900;-- OUTRAS
8541;"DISPOSITIVOS SEMICONDUTORES (POR EXEMPLO, DIODOS, TRANSISTORES, TRANSDUTORES   BASE DE SEMICONDUTORES); DISPOSITIVOS FOTOSSENS VEIS SEMICONDUTORES, INCLUINDO AS C LULAS FOTOVOLTAICAS, MESMO MONTADAS EM M DULOS OU EM PAIN IS; DIODOS EMISSORES DE LUZ (LED), MESMO MONTADOS COM OUTROS DIODOS EMISSORES DE LUZ (LED); CRISTAIS PIEZEL TRICOS MONTADOS."
854110;- DIODOS, EXCETO FOTODIODOS E DIODOS EMISSORES DE LUZ (LED)
8541101;N O MONTADOS
85411011;ZENER
85411012;OUTROS, DE INTENSIDADE DE CORRENTE INFERIOR OU IGUAL A 3 A
85411019;OUTROS
8541102;MONTADOS, PR PRIOS PARA MONTAGEM EM SUPERF CIE (SMD - SURFACE MOUNTED DEVICE)
85411021;ZENER
85411022;OUTROS, DE INTENSIDADE DE CORRENTE INFERIOR OU IGUAL A 3 A
85411029;OUTROS
8541103;MONTADOS, PR PRIOS PARA MONTAGEM POR INSER  O (PTH - PIN THROUGH HOLE)
85411031;ZENER
85411032;OUTROS, DE INTENSIDADE DE CORRENTE INFERIOR OU IGUAL A 3 A
85411039;OUTROS
8541109;OUTROS
85411091;ZENER
85411092;OUTROS, DE INTENSIDADE DE CORRENTE INFERIOR OU IGUAL A 3 A
85411099;OUTROS
85412;- TRANSISTORES, EXCETO OS FOTOTRANSISTORES:
854121;-- COM CAPACIDADE DE DISSIPA  O INFERIOR A 1 W
85412110;N O MONTADOS
85412120;MONTADOS, PR PRIOS PARA MONTAGEM EM SUPERF CIE (SMD - SURFACE MOUNTED DEVICE)
8541219;OUTROS
85412191;DE EFEITO DE CAMPO, COM JUN  O HETEROG NEA (HJFET OU HEMT)
85412199;OUTROS
854129;-- OUTROS
85412910;N O MONTADOS
85412920;MONTADOS
854130;- TIRISTORES, DIACS E TRIACS, EXCETO OS DISPOSITIVOS FOTOSSENS VEIS
8541301;N O MONTADOS
85413011;DE INTENSIDADE DE CORRENTE INFERIOR OU IGUAL A 3 A
85413019;OUTROS
8541302;MONTADOS
85413021;DE INTENSIDADE DE CORRENTE INFERIOR OU IGUAL A 3 A
85413029;OUTROS
85414;"- DISPOSITIVOS FOTOSSENS VEIS SEMICONDUTORES, INCLUINDO AS C LULAS FOTOVOLTAICAS, MESMO MONTADAS EM M DULOS OU EM PAIN IS; DIODOS EMISSORES DE LUZ (LED):"
854141;-- DIODOS EMISSORES DE LUZ (LED)
8541411;N O MONTADOS
85414111;DIODOS EMISSORES DE LUZ (LED), EXCETO DIODOS LASER
85414112;DIODOS LASER
8541412;MONTADOS
85414121;DIODOS EMISSORES DE LUZ (LED), EXCETO DIODOS LASER, PR PRIOS PARA MONTAGEM EM SUPERF CIE (SMD - SURFACE MOUNTED DEVICE)
85414122;OUTROS DIODOS EMISSORES DE LUZ (LED), EXCETO DIODOS LASER
85414123;DIODOS LASER COM COMPRIMENTO DE ONDA DE 1.300 NM OU 1.500 NM
85414124;OUTROS DIODOS LASER
854142;-- C LULAS FOTOVOLTAICAS N O MONTADAS EM M DULOS NEM EM PAIN IS
85414210;C LULAS SOLARES ORG NICAS
85414220;OUTRAS C LULAS SOLARES
85414290;OUTRAS
85414300;-- C LULAS FOTOVOLTAICAS MONTADAS EM M DULOS OU EM PAIN IS
85414900;-- OUTROS
85415;- OUTROS DISPOSITIVOS SEMICONDUTORES:
85415100;-- TRANSDUTORES   BASE DE SEMICONDUTORES
85415900;-- OUTROS
854160;- CRISTAIS PIEZEL TRICOS MONTADOS
85416010;DE QUARTZO, DE FREQU NCIA IGUAL OU SUPERIOR A 1 MHZ, MAS N O SUPERIOR A 100 MHZ
85416090;OUTROS
854190;- PARTES
85419010;SUPORTES-CONECTORES APRESENTADOS EM TIRAS (LEAD FRAMES)
85419020;COBERTURAS PARA ENCAPSULAMENTO (C PSULAS)
85419090;OUTRAS
8542;CIRCUITOS INTEGRADOS ELETR NICOS.
85423;- CIRCUITOS INTEGRADOS ELETR NICOS:
854231;-- PROCESSADORES E CONTROLADORES, MESMO COMBINADOS COM MEM RIAS, CONVERSORES, CIRCUITOS L GICOS, AMPLIFICADORES, CIRCUITOS TEMPORIZADORES E DE SINCRONIZA  O, OU OUTROS CIRCUITOS
85423110;N O MONTADOS
85423120;MONTADOS, PR PRIOS PARA MONTAGEM EM SUPERF CIE (SMD - SURFACE MOUNTED DEVICE)
85423190;OUTROS
854232;-- MEM RIAS
85423210;N O MONTADAS
8542322;MONTADAS, PR PRIAS PARA MONTAGEM EM SUPERF CIE (SMD - SURFACE MOUNTED DEVICE)
85423221;DOS TIPOS RAM EST TICAS (SRAM) COM TEMPO DE ACESSO INFERIOR OU IGUAL A 25 NS, EPROM, EEPROM, PROM, ROM E FLASH
85423229;OUTRAS
8542329;OUTRAS
85423291;DOS TIPOS RAM EST TICAS (SRAM) COM TEMPO DE ACESSO INFERIOR OU IGUAL A 25 NS, EPROM, EEPROM, PROM, ROM E FLASH
85423299;OUTRAS
854233;-- AMPLIFICADORES
8542331;H BRIDOS
